"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"Alabama State",7,"2025-26","33","Talayah Hamilton","F","5'11""","Sr.","Johnston","SC.",,,"https://bamastatesports.com/sports/womens-basketball/roster/talayah-hamilton/8809","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Senior",0,"Strom Thurmond HS","JOHNSTON, SC","SC","USA",
"Alabama State",7,"2025-26","34","Jaqueline Osei","F/C","6'3""","Fr.","London","England",,,"https://bamastatesports.com/sports/womens-basketball/roster/jaqueline-osei/8811","AL","SWAC","I",6,3,75,"FORWARD","CENTER","FORWARD/CENTER","Freshman",0,"Monsignor Scanlan HS","LONDON, ENGLAND",,"UNITED KINGDOM",
"Alabama State",7,"2025-26","4","Kaitlyn Bryant","F","5'11""","Sr.","Opelika","Ala","Opelika HS",,"https://bamastatesports.com/sports/womens-basketball/roster/kaitlyn-bryant/8803","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Senior",0,,"OPELIKA, ALA","AL","USA",
"Alabama State",7,"2025-26","5","Meagan Scott","G","5'9""","Fr.","Bronx","NY.",,,"https://bamastatesports.com/sports/womens-basketball/roster/meagan-scott/8818","AL","SWAC","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Monsignor Scanlon HS","BRONX, NY","NY","USA",
"Alabama State",7,"2025-26","6","Ny’Keria Flowers","G","5'4""","Fr.","Ft. Lauderdale","Fla",,,"https://bamastatesports.com/sports/womens-basketball/roster/ny-keria-flowers/8812","AL","SWAC","I",5,4,64,"GUARD",,"GUARD","Freshman",0,"Northeast HS","FT LAUDERDALE, FLA","FL","USA",
"Alabama State",7,"2025-26","7","Kaia Ponder","F","6'0""","Gr.","Tulsa","Okla",,,"https://bamastatesports.com/sports/womens-basketball/roster/kaia-ponder/8813","AL","SWAC","I",6,0,72,"FORWARD",,"FORWARD","Graduate Student",0,,"TULSA, OKLA","OK","USA",
"Alabama",8,"2025-26","1","Ace Austin","G","5'7""","Freshman","Spring Garden","Ala","Spring Garden",,"https://rolltide.com/sports/womens-basketball/roster/ace-austin/14437","AL","SEC","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Spring Garden","SPRING GARDEN, ALA","AL","USA",
"Alabama",8,"2025-26","11","Tianna Chambers","G","6'1""","Freshman","Aurora","Colo","Cherry Creek",,"https://rolltide.com/sports/womens-basketball/roster/tianna-chambers/14438","AL","SEC","I",6,1,73,"GUARD",,"GUARD","Freshman",0,"Cherry Creek","AURORA, COLO","CO","USA",
"Alabama",8,"2025-26","15","Ta'Mia Scott","G",,"Senior","Clarksville","Tenn","Clarksville","Middle Tennessee","https://rolltide.com/sports/womens-basketball/roster/tamia-scott/14434","AL","SEC","I",,,,"GUARD",,"GUARD","Senior",0,"Clarksville","CLARKSVILLE, TENN","TN","USA","Middle Tennessee"
"Alabama",8,"2025-26","17","Lourdes Da Silva Costa","F","6'3""","Freshman","Stockholm","Sweden","Montverde Academy",,"https://rolltide.com/sports/womens-basketball/roster/lourdes-da-silva-costa/14439","AL","SEC","I",6,3,75,"FORWARD",,"FORWARD","Freshman",0,"Montverde Academy","STOCKHOLM, SWEDEN",,"SWEDEN",
"Alabama",8,"2025-26","20","Diana Collins","G","5'9""","Junior","Lilburn","Georgia","Ohio State",,"https://rolltide.com/sports/womens-basketball/roster/diana-collins/14074","AL","SEC","I",5,9,69,"GUARD",,"GUARD","Junior",0,,"LILBURN, GA","GA","USA",
"Alabama",8,"2025-26","21","Essence Cody","F","6'4""","Junior","Valdosta","Georgia","Valdosta High School",,"https://rolltide.com/sports/womens-basketball/roster/essence-cody/14073","AL","SEC","I",6,4,76,"FORWARD",,"FORWARD","Junior",0,"Valdosta High School","VALDOSTA, GA","GA","USA",
"Alabama",8,"2025-26","22","Karly Weathers","G","5'11""","Senior","Loretto","Tenn","Loretto High School",,"https://rolltide.com/sports/womens-basketball/roster/karly-weathers/14079","AL","SEC","I",5,11,71,"GUARD",,"GUARD","Senior",0,"Loretto High School","LORETTO, TENN","TN","USA",
"Alabama",8,"2025-26","23","Jessica Timmons","G","5'8""","Redshirt Senior","Charlotte","NC.","Independence","NC State","https://rolltide.com/sports/womens-basketball/roster/jessica-timmons/14078","AL","SEC","I",5,8,68,"GUARD",,"GUARD","Senior",1,"Independence","CHARLOTTE, NC","NC","USA","NC State"
"Alabama",8,"2025-26","24","Leah Brooks","G","6'3""","Sophomore","Toney","Ala","Hazel Green",,"https://rolltide.com/sports/womens-basketball/roster/leah-brooks/14072","AL","SEC","I",6,3,75,"GUARD",,"GUARD","Sophomore",0,"Hazel Green","TONEY, ALA","AL","USA",
"Alabama",8,"2025-26","25","Joy Egbuna","F","6'3""","Freshman","Arlington","Texas","Faith Family Academy",,"https://rolltide.com/sports/womens-basketball/roster/joy-egbuna/14440","AL","SEC","I",6,3,75,"FORWARD",,"FORWARD","Freshman",0,"Faith Family Academy","ARLINGTON, TEXAS","TX","USA",
"Alabama",8,"2025-26","31","Naomi Jones","F","6'4""","Redshirt Sophomore","Jackson","Ala","Jackson High School",,"https://rolltide.com/sports/womens-basketball/roster/naomi-jones/14076","AL","SEC","I",6,4,76,"FORWARD",,"FORWARD","Sophomore",1,"Jackson High School","JACKSON, ALA","AL","USA",
"Alabama",8,"2025-26","32","Alancia Ramsey","F",,"Junior","Delray Beach","Fla","St. Thomas Aquinas","Coastal Carolina","https://rolltide.com/sports/womens-basketball/roster/alancia-ramsey/14436","AL","SEC","I",,,,"FORWARD",,"FORWARD","Junior",0,"St. Thomas Aquinas","DELRAY BEACH, FLA","FL","USA","Coastal Carolina"
"Alabama",8,"2025-26","4","Eris Lester","G","5'11""","Sophomore","Jacksonville","Fla","Montverde Academy",,"https://rolltide.com/sports/womens-basketball/roster/eris-lester/14077","AL","SEC","I",5,11,71,"GUARD",,"GUARD","Sophomore",0,"Montverde Academy","JACKSONVILLE, FLA","FL","USA",
"Alabama",8,"2025-26","5","Reychel Douglas","G",,"Redshirt Sophomore","Raleigh","NC.","Millbrook Magnet HS",,"https://rolltide.com/sports/womens-basketball/roster/reychel-douglas/14075","AL","SEC","I",,,,"GUARD",,"GUARD","Sophomore",1,"Millbrook Magnet HS","RALEIGH, NC","NC","USA",
"Alabama",8,"2025-26","7","Waiata Jennings","G","5'9""","Senior","Rotorua","New Zealand",,,"https://rolltide.com/sports/womens-basketball/roster/waiata-jennings/14433","AL","SEC","I",5,9,69,"GUARD",,"GUARD","Senior",0,,"ROTORUA, NEW ZEALAND",,"NEW ZEALAND",
"UAB",9,"2025-26","1","Eleecia Carter","Guard","5'7""","Redshirt Sophomore","Winter Garden","Fla","Lake Highlands Preparatory Academy","Chattanooga","https://uabsports.com/sports/womens-basketball/roster/eleecia-carter/11322","AL","C-USA","I",5,7,67,"GUARD",,"GUARD","Sophomore",1,"Lake Highlands Preparatory Academy","WINTER GARDEN, FLA","FL","USA","Chattanooga"
"UAB",9,"2025-26","10","Riley Talbert","Guard","5'10""","Redshirt Freshman","Amelia Island","Fla","Bishop Kenny HS",,"https://uabsports.com/sports/womens-basketball/roster/riley-talbert/11325","AL","C-USA","I",5,10,70,"GUARD",,"GUARD","Freshman",1,"Bishop Kenny HS","AMELIA ISLAND, FLA","FL","USA",
"UAB",9,"2025-26","11","Peyton Musial","Guard","5'11""","Freshman","De Pere","Wisc","Notre Dame Academy",,"https://uabsports.com/sports/womens-basketball/roster/peyton-musial/11400","AL","C-USA","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Notre Dame Academy","DE PERE, WISC","WI","USA",
"UAB",9,"2025-26","12","Molly Moffitt","Forward","6'1""","Senior","Seattle","Wash","Seattle Prep","Putnam Science Academy","https://uabsports.com/sports/womens-basketball/roster/molly-moffitt/11323","AL","C-USA","I",6,1,73,"FORWARD",,"FORWARD","Senior",0,"Seattle Prep","SEATTLE, WASH","WA","USA","Putnam Science Academy"
"UAB",9,"2025-26","13","Samari Taylor","Forward","6'3""","Junior","Louisville","Kentucky","Ballard HS","Three Rivers CC","https://uabsports.com/sports/womens-basketball/roster/samari-taylor/11404","AL","C-USA","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"Ballard HS","LOUISVILLE, KY","KY","USA","Three Rivers CC"
"UAB",9,"2025-26","14","Monae' Duffy","Forward","5'10""","Senior","Lafayette","Louisiana","Lafayette Christian Academy","Texas A&M-Corpus Christi/Hutchinson CC","https://uabsports.com/sports/womens-basketball/roster/monae-duffy/11402","AL","C-USA","I",5,10,70,"FORWARD",,"FORWARD","Senior",0,"Lafayette Christian Academy","LAFAYETTE, LA","LA","USA","Texas A&M-Corpus Christi/Hutchinson CC"
"UAB",9,"2025-26","20","Sofia Munoz","Guard","5'8""","Freshman","Canovanas","Puerto Rico","Lake Highland Prep",,"https://uabsports.com/sports/womens-basketball/roster/sofia-munoz/11399","AL","C-USA","I",5,8,68,"GUARD",,"GUARD","Freshman",0,"Lake Highland Prep","CANOVANAS, PUERTO RICO","PR","USA",
"UAB",9,"2025-26","21","Lika Kvirkvelia","Forward","6'4""","Redshirt Sophomore","Kobuleti","Georgia","Tbilisi Public School","Xavier","https://uabsports.com/sports/womens-basketball/roster/lika-kvirkvelia/11405","AL","C-USA","I",6,4,76,"FORWARD",,"FORWARD","Sophomore",1,"Tbilisi Public School","KOBULETI, GEORGIA","GA","USA","Xavier"
"UAB",9,"2025-26","23","Cali Smallwood","Guard","5'9""","Junior","Blountsville","Ala","Susan Moore HS","Montevallo","https://uabsports.com/sports/womens-basketball/roster/cali-smallwood/11324","AL","C-USA","I",5,9,69,"GUARD",,"GUARD","Junior",0,"Susan Moore HS","BLOUNTSVILLE, ALA","AL","USA","Montevallo"
"UAB",9,"2025-26","24","Jordan Rosier","Guard","5'9""","Graduate Student","Tallahassee","Fla","Florida State University HS","South Alabama","https://uabsports.com/sports/womens-basketball/roster/jordan-rosier/11401","AL","C-USA","I",5,9,69,"GUARD",,"GUARD","Graduate Student",0,"Florida State University HS","TALLAHASSEE, FLA","FL","USA","South Alabama"
"UAB",9,"2025-26","3","Journey Armstead","Guard","5'8""","Senior","Tulsa","Okla","Charles Page HS","Hutchinson Community College","https://uabsports.com/sports/womens-basketball/roster/journey-armstead/11321","AL","C-USA","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Charles Page HS","TULSA, OKLA","OK","USA","Hutchinson Community College"
"UAB",9,"2025-26","30","Ashlyn Howard","Forward","6'1""","Freshman","Trussville","Ala","Hewitt Trussville HS",,"https://uabsports.com/sports/womens-basketball/roster/ashlyn-howard/11397","AL","C-USA","I",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Hewitt Trussville HS","TRUSSVILLE, ALA","AL","USA",
"UAB",9,"2025-26","31","Mari Miller","Guard","5'11""","Freshman","Columbia","Missouri","Rock Bridge HS",,"https://uabsports.com/sports/womens-basketball/roster/mari-miller/11398","AL","C-USA","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Rock Bridge HS","COLUMBIA, MO","MO","USA",
"UAH",10,"2025-26","0","Lili Wilken","G","5'8""","Senior","Nolensville","Tenn",,,"https://uahchargers.com/sports/womens-basketball/roster/lili-wilken/6470","AL","Gulf South","II",5,8,68,"GUARD",,"GUARD","Senior",0,,"NOLENSVILLE, TENN","TN","USA",
"UAH",10,"2025-26","1","Ava McSwain","G","5'8""","Freshman","Cullman","Ala","Good Hope HS",,"https://uahchargers.com/sports/womens-basketball/roster/ava-mcswain/6533","AL","Gulf South","II",5,8,68,"GUARD",,"GUARD","Freshman",0,"Good Hope HS","CULLMAN, ALA","AL","USA",
"UAH",10,"2025-26","10","Millie Brown","G","5'6""","Senior","Nashville","Tenn",,,"https://uahchargers.com/sports/womens-basketball/roster/millie-brown/6532","AL","Gulf South","II",5,6,66,"GUARD",,"GUARD","Senior",0,,"NASHVILLE, TENN","TN","USA",
"UAH",10,"2025-26","12","Danika Starr","F","6'1""","Junior","Pleasant Hill","Ore",,,"https://uahchargers.com/sports/womens-basketball/roster/danika-starr/6534","AL","Gulf South","II",6,1,73,"FORWARD",,"FORWARD","Junior",0,,"PLEASANT HILL, ORE","OR","USA",
"UAH",10,"2025-26","2","Bella White","G","5'8""","Junior","Cleveland","Tenn","Baylor HS",,"https://uahchargers.com/sports/womens-basketball/roster/bella-white/6469","AL","Gulf South","II",5,8,68,"GUARD",,"GUARD","Junior",0,"Baylor HS","CLEVELAND, TENN","TN","USA",
"UAH",10,"2025-26","20","Ivey Maddox","G","5'11""","Sophomore","Cullman","Ala","Good Hope HS",,"https://uahchargers.com/sports/womens-basketball/roster/ivey-maddox/6467","AL","Gulf South","II",5,11,71,"GUARD",,"GUARD","Sophomore",0,"Good Hope HS","CULLMAN, ALA","AL","USA",
"UAH",10,"2025-26","21","Paris Opelt","F","6'0""","Sophomore","Neillsville","Wis",,,"https://uahchargers.com/sports/womens-basketball/roster/paris-opelt/6535","AL","Gulf South","II",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,,"NEILLSVILLE, WIS","WI","USA",
"UAH",10,"2025-26","22","Chloe Siegel","G","5'7""","Junior","Tuscumbia","Ala",,,"https://uahchargers.com/sports/womens-basketball/roster/chloe-siegel/6536","AL","Gulf South","II",5,7,67,"GUARD",,"GUARD","Junior",0,,"TUSCUMBIA, ALA","AL","USA",
"UAH",10,"2025-26","23","Lindsay Garner","F","6'2""","Junior","Lexington","SC.",,,"https://uahchargers.com/sports/womens-basketball/roster/lindsay-garner/6465","AL","Gulf South","II",6,2,74,"FORWARD",,"FORWARD","Junior",0,,"LEXINGTON, SC","SC","USA",
"UAH",10,"2025-26","24","Grace Lynch","F","6'1""","Junior","Gurnee","Ill",,,"https://uahchargers.com/sports/womens-basketball/roster/grace-lynch/6593","AL","Gulf South","II",6,1,73,"FORWARD",,"FORWARD","Junior",0,,"GURNEE, ILL","IL","USA",
"UAH",10,"2025-26","3","Mia Hollingsworth","G","5'9""","Sophomore","Jasper","Ala","Jasper HS",,"https://uahchargers.com/sports/womens-basketball/roster/mia-hollingsworth/6466","AL","Gulf South","II",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Jasper HS","JASPER, ALA","AL","USA",
"UAH",10,"2025-26","31","McKenzie Percoski","F","6'1""","Freshman","Germantown","Tennessee","Houston HS",,"https://uahchargers.com/sports/womens-basketball/roster/mckenzie-percoski/6537","AL","Gulf South","II",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Houston HS","GERMANTOWN, TN","TN","USA",
"UAH",10,"2025-26","5","Shyanne Phillips","F","6'0""","Sophomore","Leesville","Louisiana",,,"https://uahchargers.com/sports/womens-basketball/roster/shyanne-phillips/6592","AL","Gulf South","II",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,,"LEESVILLE, LA","LA","USA",
"Alas. Anchorage",11,"2025-26","0","Faith Mersburgh","G","5'5""","Jr.","Ewa Beach","Hawaii","Campbell HS","College of Southern Nevada","https://goseawolves.com/sports/womens-basketball/roster/faith-mersburgh/7582","AK","Great Northwest","II",5,5,65,"GUARD",,"GUARD","Junior",0,"Campbell HS","EWA BEACH, HAWAII","HI","USA","College of Southern Nevada"
"Alas. Anchorage",11,"2025-26","1","Sheridan Liggett","G","5'9""","Jr.","Mapleton","Utah","Maple Mountain HS","Seattle University","https://goseawolves.com/sports/womens-basketball/roster/sheridan-liggett/7768","AK","Great Northwest","II",5,9,69,"GUARD",,"GUARD","Junior",0,"Maple Mountain HS","MAPLETON, UTAH","UT","USA","Seattle University"
"Alas. Anchorage",11,"2025-26","10","Jennifer Nash","G","5'5""","Fr.","Point Hope","Alaska","Tikigaq HS",,"https://goseawolves.com/sports/womens-basketball/roster/jennifer-nash/7552","AK","Great Northwest","II",5,5,65,"GUARD",,"GUARD","Freshman",0,"Tikigaq HS","POINT HOPE, ALASKA","AK","USA",
"Alas. Anchorage",11,"2025-26","11","Mylee Anderson","G","5'8""","Fr.","Wasilla","Alaska","Wasilla HS",,"https://goseawolves.com/sports/womens-basketball/roster/mylee-anderson/7550","AK","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Freshman",0,"Wasilla HS","WASILLA, ALASKA","AK","USA",
"Alas. Anchorage",11,"2025-26","12","Kimberly Carrada Sanchez","G","5'6""","So.","Kirkland","Wash","Juanita HS","Northwest University","https://goseawolves.com/sports/womens-basketball/roster/kimberly-carrada-sanchez/7607","AK","Great Northwest","II",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Juanita HS","KIRKLAND, WASH","WA","USA","Northwest University"
"Alas. Anchorage",11,"2025-26","2","Mahaila Harrison","G","6'0""","So.","Vancouver","Wash","DME Sports Academy [Fla.]","VCU","https://goseawolves.com/sports/womens-basketball/roster/mahaila-harrison/7581","AK","Great Northwest","II",6,0,72,"GUARD",,"GUARD","Sophomore",0,"DME Sports Academy [Fla.]","VANCOUVER, WASH","WA","USA","Virginia Commonwealth"
"Alas. Anchorage",11,"2025-26","20","Elaina Mack","G","5'8""","Sr.","King Cove",,"King Cove HS",,"https://goseawolves.com/sports/womens-basketball/roster/elaina-mack/7548","AK","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Senior",0,"King Cove HS","KING COVE","AK","USA",
"Alas. Anchorage",11,"2025-26","21","Alba Sanz","G","5'11""","Fr.","Zaragoza","Spain","IES Martina Besco",,"https://goseawolves.com/sports/womens-basketball/roster/alba-sanz/7609","AK","Great Northwest","II",5,11,71,"GUARD",,"GUARD","Freshman",0,"IES Martina Besco","ZARAGOZA, SPAIN",,"SPAIN",
"Alas. Anchorage",11,"2025-26","25","Cheyann Ashworth","F","6'1""","Jr.","Adelaide","Australia","Rynella East College","Portland [Ore.] CC","https://goseawolves.com/sports/womens-basketball/roster/cheyann-ashworth/7608","AK","Great Northwest","II",6,1,73,"FORWARD",,"FORWARD","Junior",0,"Rynella East College","ADELAIDE, AUSTRALIA",,"AUSTRALIA","Portland [Ore.] CC"
"Alas. Anchorage",11,"2025-26","3","Taylor Searcey","G","5'8""","Sr.","Lincoln","Neb","Lincoln East HS","Valdosta State/Chattanooga","https://goseawolves.com/sports/womens-basketball/roster/taylor-searcey/7767","AK","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Lincoln East HS","LINCOLN, NEB","NE","USA","Valdosta State/Chattanooga"
"Alas. Anchorage",11,"2025-26","33","Brooke Leo","G","5'10""","Fr.","Northampton","England",,,"https://goseawolves.com/sports/womens-basketball/roster/brooke-leo/7584","AK","Great Northwest","II",5,10,70,"GUARD",,"GUARD","Freshman",0,,"NORTHAMPTON, ENGLAND",,"UNITED KINGDOM",
"Alas. Anchorage",11,"2025-26","34","Lillee Duffin","F","6'1""","Jr.","Idaho Falls","Idaho","Idaho Falls HS","Lane [Ore.] CC","https://goseawolves.com/sports/womens-basketball/roster/lillee-duffin/7586","AK","Great Northwest","II",6,1,73,"FORWARD",,"FORWARD","Junior",0,"Idaho Falls HS","IDAHO FALLS, IDAHO","ID","USA","Lane [Ore.] CC"
"Alas. Anchorage",11,"2025-26","4","Kiara Stone","G","5'7""","Fr.","Tacoma","Wash","Bellarmine Prep",,"https://goseawolves.com/sports/womens-basketball/roster/kiara-stone/7549","AK","Great Northwest","II",5,7,67,"GUARD",,"GUARD","Freshman",0,"Bellarmine Prep","TACOMA, WASH","WA","USA",
"Alas. Anchorage",11,"2025-26","5","Jaela Reid","G/F","5'11""","Jr.","Fort Meade","Maryland","Fort Meade HS","Davis & Elkins","https://goseawolves.com/sports/womens-basketball/roster/jaela-reid/7606","AK","Great Northwest","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Junior",0,"Fort Meade HS","FORT MEADE, MD","MD","USA","Davis & Elkins"
"Alas. Fairbanks",12,"2025-26","1","Chozen Horn-Young","G","5'6""","Jr.","Oakland","Calif","San Leandro High School",,"https://alaskananooks.com/sports/womens-basketball/roster/chozen-horn-young/4046","AK","Great Northwest","II",5,6,66,"GUARD",,"GUARD","Junior",0,"San Leandro High School","OAKLAND, CALIF","CA","USA",
"Alas. Fairbanks",12,"2025-26","10","Alycia Shelley","G","5'4""","Fr.","Wasilla","Alaska","Colony High School",,"https://alaskananooks.com/sports/womens-basketball/roster/alycia-shelley/3998","AK","Great Northwest","II",5,4,64,"GUARD",,"GUARD","Freshman",0,"Colony High School","WASILLA, ALASKA","AK","USA",
"Alas. Fairbanks",12,"2025-26","11","Genevieve Velasquez","G","5'10""","Jr.","Orland","Calif","Orland High School",,"https://alaskananooks.com/sports/womens-basketball/roster/genevieve-velasquez/4049","AK","Great Northwest","II",5,10,70,"GUARD",,"GUARD","Junior",0,"Orland High School","ORLAND, CALIF","CA","USA",
"Alas. Fairbanks",12,"2025-26","12","Grace Gillespie","G","5'8""","So.","Houston","Alaska","Houston High School",,"https://alaskananooks.com/sports/womens-basketball/roster/grace-gillespie/3908","AK","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Houston High School","HOUSTON, ALASKA","AK","USA",
"Alas. Fairbanks",12,"2025-26","13","Anna Nevison","G","5'9""","Jr.","Halifax","UK","Itchen Sixth Form College",,"https://alaskananooks.com/sports/womens-basketball/roster/anna-nevison/3910","AK","Great Northwest","II",5,9,69,"GUARD",,"GUARD","Junior",0,"Itchen Sixth Form College","HALIFAX, UK",,"UNITED KINGDOM",
"Alas. Fairbanks",12,"2025-26","15","Desiree Redfox","G","5'6""","Fr.","Nenana","Alaska","Monroe Catholic High School",,"https://alaskananooks.com/sports/womens-basketball/roster/desiree-redfox/4059","AK","Great Northwest","II",5,6,66,"GUARD",,"GUARD","Freshman",0,"Monroe Catholic High School","NENANA, ALASKA","AK","USA",
